,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89
1,[67.       10.035365  8.58269 ],[164.        18.815426  11.516921],[80.       11.079585  9.216848],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,[94.       12.490845  9.702808],,[123.        14.37079   11.011904],,[188.        18.63071   13.370077],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,,,,[66.       10.277756  8.202133],,,,,,,,,,,,,,[163.        14.671162  14.236715],[247.        18.642572  16.984552],[160.        16.024237  12.801468],,,[123.        15.41937   10.175585],,,,,,,,,,,,,,,,[90.       13.276366  8.81115 ],,,[160.        14.80924   13.816956],[217.        20.992647  13.398121],[215.        20.308403  13.621456],[151.        14.574567  13.203832],[177.        17.018867  13.311045],[162.        16.46296   12.574027],[161.        15.255514  13.469086],[161.        17.187187  12.102122],[149.        16.680782  11.421259],[182.         17.605917   13.2735815],[207.        20.928507  12.762846],[208.        20.765495  13.040467],,,,,[192.        18.430645  13.399969],[139.        14.247197  12.461921],[170.        15.693298  13.891471],[188.        16.799353  14.528082],[161.        17.339409  11.830781],[145.        14.203997  13.122896],[155.        14.867857  13.327298],[166.        16.333662  12.940937],[174.        15.546125  14.244811],[165.        15.555582  13.564681],,[172.        16.521692  13.280521],[147.        14.820458  12.822835],[136.        14.091636  12.313214],[162.         15.6792755  13.225754 ],,[150.        14.561933  13.15472 ],[142.        14.306347  12.650574],[155.        14.579759  13.568743],,[149.        14.974242  12.729128],[157.        15.384155  13.064168],,[192.        18.66375   13.522839],[190.        20.447126  12.100664],[123.         14.555145   10.8329525],[127.        14.781522  11.181191],[201.        20.048706  13.098753],,,,[169.        17.346176  12.437434],[145.        15.526388  11.987171]
4,,,,[109.        14.105375  10.253093],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[53.       10.423737  6.483709],,[62.        10.255387   7.6948004],,,[146.        16.15007   11.614021]
5,,,,,[2. 2. 0.],,,,,,,,,,,,[63.        14.149729   6.1091814],[36.        11.930471   4.0150533],[24.        10.828182   2.9345493],[75.        13.878279   7.2192793],,[101.        15.690255   8.394007],[11.         8.0519705  1.7699491],,,,,,[73.       13.591096  7.262992],,[41.        12.562861   4.3285203],,[54.       13.887671  5.35946 ],,,,,[6.        6.8313007 0.       ],,,,,,,,,,,,,,,,,,,,,,,,,,[4.       4.472136 0.      ],,,,,,,,[94.       14.36011   8.479944],[130.        13.552612  12.207634],[97.       13.308459  9.425839],[33.        10.411382   4.2618403],[18.         8.892861   2.7086482],[60.       12.729716  6.3227  ],[22.         9.704732   2.9986222],,,,[9.        8.664308  1.2536954],[30.       11.239317  3.485523],[48.        12.077286   5.4282184],[61.        12.45652    6.4196897],[41.       10.998891  5.007074],[48.        11.437988   5.4745803],,[45.       11.694031  5.16209 ],[68.        12.92038    7.1160507]
6,,,,,,[140.        13.912609  12.803257],[130.        13.450765  12.27164 ],[138.        13.302412  13.251808],[165.        15.46068   13.610065],[164.        15.726646  13.390436],[174.        18.00361   12.430662],[190.         18.686455   13.3397875],[167.        17.042513  12.608277],[157.        17.341995  11.535294],[142.        14.391377  12.610548],[102.        13.467225   9.764286],,,,,,,,,,,,[193.        19.5688    12.743915],[205.        19.479012  13.449671],[168.        17.191818  12.457128],[203.        18.118721  14.283031],,[171.        16.29001   13.385594],[145.        14.246744  12.962673],[135.        13.824715  12.470211],[145.        14.177152  13.075991],,[217.        19.073668  14.838238],[143.        15.769478  11.67027 ],[222.        20.089434  14.361855],[175.        18.23474   12.324287],,,,,,,,,,,,,[163.        18.325691  11.37713 ],[134.        15.780985  11.010695],[161.        17.43178   11.845658],[187.        18.149618  13.287863],,,,,,,,,,,,,,,,[137.        13.332516  13.066505],,,,[163.        15.738379  13.27243 ],,,[189.        18.946903  12.768962],,,[80.       11.825996  8.687538],[90.       12.483192  9.331112],,[146.        15.783414  11.845537],[144.        15.684789  11.702151],[173.        21.006353  12.069158],,
7,,,,,,,,,,,,[57.         8.949954   8.1513405],[134.        14.191857  12.011465],[142.        15.169728  11.931446],[141.        15.347005  11.700418],[143.        15.438593  11.796026],[162.        18.666246  11.044816],[153.        17.327505  11.285598],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,,,,,,,,,,,,[141.        16.37589   11.327013],,[123.        13.61975   11.540016],,,[242.         24.134098   14.7304735],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,,,,,,,,,,,,,,,[76.       11.739098  8.237286],,[99.       12.393853 10.195897],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,,,,,,,,,,,,,,,,[100.        12.221576  10.425866],,,,,,,,,,,,,,,,[192.        19.359741  12.70295 ],,[183.        18.10594   12.907464],[177.        15.76035   14.308378],[176.         15.743258   14.2953825],[170.        15.849341  13.65511 ],[179.         16.129883   14.1445465],,,,[146.        15.667799  11.895976],[151.        15.619149  12.334159],[158.        15.264057  13.20277 ],[160.        15.033465  13.553295],[149.        15.194508  12.487671],[160.        16.578024  12.28751 ],[152.        15.69601   12.359105],[149.        14.959476  12.747609],[154.        14.770197  13.30568 ],[181.        16.621557  13.912462],[167.        15.869341  13.394558],[169.        15.568539  13.862784],[166.        15.408495  13.738774],[171.        15.795534  13.820329],[167.        15.615909  13.693074],[150.        14.303263  13.343721],[156.        15.902998  12.520411],[155.        15.180476  13.002038],[147.        14.779979  12.722555],[153.        15.37045   12.684627],[152.        15.117359  12.828701],[145.        14.831536  12.489633],[155.        15.684828  12.633012],[155.        16.08824   12.337439],[156.        15.285931  12.99516 ],[160.        15.51626   13.200121],,[151.        15.56033   12.386771],[160.        15.516545  13.146623],[167.        16.576986  12.885439],[167.        16.260336  13.142585],[158.        15.016043  13.479329],[149.        15.370007  12.327271],[152.        15.515582  12.455881],[147.        15.243455  12.333807],[156.        15.361696  12.987371],[152.        15.778062  12.282461],[150.        15.385394  12.419198],[152.        14.837375  13.040177],[160.         15.314429   13.3473835],[152.        15.201941  12.743692],[161.        15.251835  13.520084],[148.        15.127272  12.464728],[153.        15.797446  12.370493],[155.        15.401612  12.849926],[155.        15.614236  12.620925],[150.        15.996649  12.011722],[153.        14.943649  13.036911],[156.        14.987141  13.27652 ]
11,,,,,,,,,,,,,,,,[252.        25.03941   15.977829],[138.        15.131303  11.654508],[143.        14.025354  13.01062 ],[105.        12.501475  10.81761 ],[74.       13.052027  7.301274],,,[107.        11.917927  11.439232],[105.        11.781615  11.337649],[118.        12.798827  11.745132],[119.        12.55931   12.033123],[205.        19.041185  14.384549],[103.        12.768492  10.320457],[81.       12.5534    8.692078],[114.        13.275438  10.994293],[127.        14.108272  11.54501 ],,[134.        15.099662  11.300676],[122.         13.7265415  11.416109 ],[126.        14.770296  11.019948],[186.       20.57015  12.38153],,[108.        14.538051   9.509382],[95.       15.238486  8.389648],,,[53.      11.39046  6.19515],,,,[81.       10.736202  9.958391],[73.       11.651023  8.441556],[79.       11.900856  8.630098],[73.       12.274091  7.840219],[21.         9.843622   2.8461952],[54.       11.411081  6.448581],[57.        11.386462   6.6146216],[93.       12.394372  9.665899],[6.        5.1639776 1.4907119],[40.       12.133912  4.299788],[40.        12.512664   4.1561093],,[41.       10.998891  5.007074],,,,,,,[37.       11.479655  4.300423],,[56.        13.181939   6.0188265],,[12.         8.15005    1.8315204],[42.        12.958622   4.2582955],[33.        13.663088   3.1610448],,,,[16.        10.         1.9364917],[6.        6.8313007 0.       ],,,,,,[50.        11.655257   6.0144973],[5.       5.656854 0.      ],[5.       5.656854 0.      ],[20.         8.666077   3.0559971],[23.         9.7107525  3.1025257],[18.         8.892861   2.7086482],,[40.       10.665951  5.05742 ],[6.        6.8313007 0.       ]
12,,,,,,,,,,,,,,,,,,[78.       10.456805  9.581053],[132.        14.58345   11.532751],[146.        15.414988  12.128335],[120.        14.394695  10.709522],,[123.        14.294858  10.958575],[138.       13.76526  12.78644],[144.         13.9200115  13.188955 ],[160.        16.907791  12.282674],[143.        15.215635  12.0039  ],[125.        13.662445  11.663748],[284.        24.294436  15.333968],[179.        22.114363  12.291371],[127.        14.549581  11.14235 ],,[135.        15.81457   10.860128],[95.       11.57909  10.576984],[79.       10.995003  9.154525],,,[116.        12.562718  11.765181],[75.       10.493478  9.114598],[91.       12.336006  9.470754],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13,,,,,,,,,,,,,,,,,,[62.       16.183262  5.75606 ],,[148.        14.832666  12.775297],[124.         13.1219225  12.073542 ],,[216.        21.068865  15.744119],[232.        19.992033  15.185867],[276.        24.66749   15.429343],[171.        17.043886  13.078595],[119.        13.846585  11.138727],[209.        28.056667  10.556803],[108.        13.942072   9.961791],[240.        26.153555  12.232116],[265.        24.85877   14.002893],[139.        15.585321  11.401798],[94.       12.026331 10.135401],[89.       11.677753  9.756057],[94.        11.7930355 10.238749 ],[95.       12.567342  9.761981],,[149.        16.518642  11.525441],[190.        19.359941  12.592729],[212.        21.383545  13.149928],[61.        10.2543125  7.6234517],,[172.        18.377651  12.132879],[174.        18.701254  12.041925],[126.        15.682229  10.422549],[160.        17.725449  11.546877],[164.        17.353718  12.112114],[153.        14.952542  13.081948],[259.        29.264608  13.683021],[199.       20.19284  13.67817],[166.        16.385298  13.023796],[165.        16.831001  12.646206],[161.        15.858769  12.977399],[170.        15.702233  13.799228],[99.       13.402713  9.592003],[78.       12.001752  8.369666],[81.       12.412122  8.480244],[84.        11.290144   9.5692835],[80.        10.6132145  9.601936 ],[93.       11.763067 10.188057],[121.        14.920532  10.475047],[112.        13.588042  10.521009],[104.        13.429143  10.062517],[117.        14.41299   10.404085],[125.        14.215339  11.353747],[137.        16.15134   10.910183],[145.        15.613205  11.886298],[151.        16.258072  11.917365],[96.       13.130941  9.497362],[123.        16.074087   9.799527],[73.       10.340279  8.955259],[122.        15.277637  10.205885],[129.        15.614801  10.512217],[121.        15.463584  10.020839],[117.        14.216454  11.458877],[139.        15.375904  11.923466],[106.         13.2475195  10.639795 ],[211.        17.494102  15.891532],[189.        16.835894  14.598176],[221.        20.461021  14.035081],[114.        13.049609  11.129395],[77.       11.717382  8.54018 ],,[126.        14.820736  11.326533],[193.        22.033459  11.299458],,,,,[105.        12.155994  11.085548]
14,,,,,,,,,,,,,,,,,,[132.         13.6265335  12.458263 ],[177.        19.670626  11.992955],[113.        12.849957  11.425285],[115.        13.816239  10.826656],[256.        31.581926  11.390301],[134.        13.954084  12.72974 ],[110.        13.129894  10.86944 ],[217.        22.057096  12.874022],[129.        13.491617  12.215241],[119.         12.977354   11.7802105],[115.        12.994901  11.477127],[143.        16.437853  11.402425],[103.        13.106554  10.297924],[114.        14.343436  10.274558],,[151.        15.457138  12.45218 ],[159.        16.702427  12.116291],[143.        15.654878  11.6466  ],[161.         15.8468485  12.944497 ],,,[170.        15.427417  14.04312 ],[140.        14.48113   12.330572],[149.        14.819214  12.792464],[151.        14.302162  13.430773],[153.         14.935807   13.0270195],[162.        16.272137  12.674812],[158.        15.037201  13.386573],[168.        14.707828  14.576528],[169.         16.190334   13.2756605],[172.        15.400419  14.217469],[170.        17.211401  12.575374],[159.        17.356487  11.70306 ],[174.        17.09316   13.007385],[174.         17.499002   12.7056465],[163.        16.872656  12.33202 ],[148.        15.28767   12.347954],[158.        15.256284  13.213014],[175.        15.963109  13.958903],[154.        14.797154  13.248046],[144.         15.7075405  11.802648 ],,,[163.         16.52502    12.6572895],[164.        16.385033  12.824053],[184.        17.50664   13.595689],[153.        16.588293  11.841693],[174.        16.876152  13.266731],[173.        18.248058  12.779798],[187.        17.234016  14.13085 ],[148.        16.33346   11.566481],[188.         17.997768   13.3598795],[185.         18.148973   13.0590725],,[166.        18.622507  11.588245],[158.        18.18923   11.454997],,,,,,,,,,,,,,,,,
15,,,,,,,,,,,,,,,,,,[157.        15.058142  13.279364],[154.        14.651907  13.39527 ],[152.        14.806105  13.060409],[163.        15.590905  13.334315],[165.        15.4891    13.604306],[151.         15.016758   12.8221245],[158.        14.952124  13.467645],[169.        15.673892  13.708456],[177.         15.8205805  14.2650795],[199.        17.333214  14.636886],[198.        16.944338  14.947547],[186.        17.349556  13.696771],[187.        17.528254  13.592309],[203.        19.880974  13.039614],[114.        13.309251  11.072116],,,,,[149.        16.341923  11.75458 ],[68.        9.936191  8.685119],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16,,,,,,,,,,,,,,,,,,,[121.        16.035769   9.757246],[132.        16.244118  10.362177],[145.        17.240713  10.736147],[173.        17.57617   12.536368],[130.        13.574889  12.327705],[206.        18.267357  14.370112],[196.        18.785622  13.300912],[176.        18.271158  12.264432],[182.        18.141497  12.86377 ],[177.        18.37199   12.264236],[165.        16.94103   12.607275],[99.       13.340702  9.509432],[109.       13.70374  10.23862],,[218.        19.421898  15.391834],[279.       20.59445  17.55538],[154.        16.549263  11.984733],[150.        14.776291  13.015167],,,[153.        15.660038  12.462262],[160.        17.035028  11.975168],[162.        16.496508  12.5028  ],[165.        17.533003  11.987458],[155.        14.851589  13.343229],[148.        17.300854  11.015016],[445.        39.7023    16.366175],[178.        17.789076  12.978971],[144.        17.18473   10.752219],[153.        18.002731  10.982693],[160.        20.033112  10.26003 ],[148.        17.745827  10.69141 ],[153.        16.594173  11.791327],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17,,,,,,,,,,,,,,,,,,,[136.        13.542615  12.814817],[142.        13.601766  13.302863],[143.        13.702749  13.306401],[167.        16.167482  13.221193],[150.        16.136387  11.941083],[226.        19.870655  14.751707],[161.        15.972556  13.124587],[183.        16.209723  14.382731],[201.         17.600414   15.2982645],[266.        22.157333  16.172852],[73.       10.947023  8.570515],[82.       10.673864  9.778066],[106.        12.285069  11.009519],[222.        19.400873  14.791   ],[119.         14.6556835  10.539959 ],,[267.        25.335896  14.369099],[244.        21.358719  14.790719],[139.         14.823351   12.0777025],[115.        15.305988   9.977243],[147.         16.538395   11.4237175],[143.        15.659382  11.966875],[359.        30.693901  15.106204],[156.        16.939138  11.895302],[128.        13.693753  11.937323],,,[184.        19.117079  12.430371],[191.        19.726252  12.513621],[91.       11.19322  10.556915],,[98.       12.631706  9.887423],[99.       12.83073   9.877551],[88.       11.147006 10.137813],[92.       11.538914 10.377787],[99.       12.543292 10.130945],[164.        16.0529    13.299901],[114.        14.219948  10.668365],[291.        29.793388  13.794114],[122.        14.623305  10.799104],[276.        28.407484  12.901373],[161.        15.971271  12.984737],[293.        28.708979  13.797206],[158.        16.54047   12.472375],[190.        21.384289  11.411776],[152.        16.458149  11.933037],[143.        16.0363    11.437096],[215.        23.061317  12.155549],[178.        17.90908   12.890285],[266.        25.27618   14.844243],[179.        17.300152  13.456125],[118.        15.211827  10.790658],,[110.        15.277869   9.667954],[178.        17.478008  12.964632],[219.        22.086576  12.896716],[84.       12.352207  9.099169],[72.       11.309908  8.446428],,,,,,,[101.        12.619028  10.285037],[102.        12.824819  10.194382],[108.        13.015563  10.669678],[98.       12.146332 10.483767],[110.        12.8739    10.947216],[113.        13.149517  11.006469],[127.        14.616708  11.121871],[129.        13.820838  12.08252 ]
18,,,,,,,,,,,,,,,,,,,,,,,[25.        5.982403  5.301741],,[27.         6.874977   5.1158843],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19,,,,,,,,,,,,,,,,,,,,,,,,[66.       12.379016  7.126406],[81.       13.438634  8.056195],,[155.        15.882551  12.557662],[146.        16.003452  11.710486],,,,,,,,,,,[127.        15.339726  10.609996],,,,[37.        11.368259   4.2205544],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[25.        10.164835   3.1349847],,
20,,,,,,,,,,,,,,,,,,,,,,,,[26.        11.205644   2.9982924],[9.        5.9710984 1.859326 ],[247.        23.821623  13.520263],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21,,,,,,,,,,,,,,,,,,,,,,,,,,,[118.        13.077884  11.567483],[162.        18.47253   11.345091],[145.        14.717138  12.571315],[278.        27.75592   13.758241],[172.        15.535797  14.385681],[129.        14.190288  11.659764],[170.        18.26764   12.113588],[241.        19.842104  16.342249],[198.       16.7633   15.85055],[92.        13.250085   9.0372305],,,[78.       11.23918   9.150669],[99.       11.842197 10.685908],[112.        13.558097  10.56748 ],[226.        18.213547  16.205948],[221.        19.39917   15.081734],[232.        20.767706  15.027024],[167.        17.181755  12.527743],[167.        17.870062  12.302987],[250.        27.539402  12.109538],[215.        20.536314  13.571634],[233.        22.368969  13.534437],[314.        25.19222   16.940819],[277.        23.314     15.594303],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22,,,,,,,,,,,,,,,,,,,,,,,,,,,[106.        14.143434   9.891705],[121.        13.724718  11.371979],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23,,,,,,,,,,,,,,,,,,,,,,,,,,,[158.        15.708972  13.148756],[133.        14.208606  12.138388],[259.        20.383915  16.673012],[194.        19.024376  13.199459],[182.        17.868605  13.219849],[153.        16.903145  11.643211],[222.        20.303198  13.969807],[221.        20.520287  13.845225],[203.        19.480349  13.348722],[172.        17.329136  12.724804],[193.        18.625856  13.442658],[182.        17.683096  13.538276],[136.        14.807549  11.732543],[133.        13.233986  12.826762],[148.        14.829991  12.771427],[134.        13.724909  12.529894],[123.        13.898273  11.335433],[132.        13.315103  12.682898],[139.        14.243306  12.423514],[203.        19.695107  13.973686],[61.        9.033248  8.67633 ],[85.       10.515825 10.260016],[80.       11.651661  8.977126],[80.       11.804921  8.780737],[86.       11.425966  9.651585],[90.       12.451344  9.320419],,[94.       12.207212 10.045338],[82.       10.783749  9.78647 ],[76.       10.234411  9.62377 ],[133.         13.208142   12.8294935],[89.       11.628176  9.969061],[112.        14.846815   9.98184 ],[101.        13.99596    9.358094],[89.       12.614258  9.022622],,[93.       11.800681 10.218596],[91.     11.7815  9.8748],[83.       11.531121  9.26173 ],[95.        12.1811495 10.13296  ],[95.       11.895695 10.237113],[85.       12.463738  8.81799 ],,[169.        18.133728  12.310519],[214.        18.856586  14.574591],[195.         19.123405   13.9353485],[200.         20.087957   13.8863945],[161.        17.554934  11.796145],[80.       11.862444  8.810217],[177.        20.03678   11.569553],[192.        18.895254  13.176938],[153.        17.23177   11.362874],[149.        15.31216   12.454495],,[143.        15.217768  11.964762],[144.        14.269885  12.892929],[150.        14.966136  12.804631],[152.        14.38303   13.459297],[156.        14.393437  13.904078],[162.        15.615727  13.183348],[163.        14.472365  14.342845],[180.        17.317823  13.286554],[156.        14.845834  13.430916],[185.        16.672289  14.470067]
24,,,,,,,,,,,,,,,,,,,,,,,,,,,,[79.        12.904535   7.8671966],[121.        13.886281  11.174024],[110.        13.388514  10.448042],[105.        12.717092  10.513856],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[25.         9.54145    3.5625756],[104.        14.663407   9.306064],[96.       12.160584 11.181212],,[155.        16.787352  11.853308],[149.        17.52617   10.986758],[159.        17.361605  11.687996],[157.        15.547538  12.870708],[152.        16.09029   13.032192],[87.       12.425909  9.119413],[84.       10.828443  9.999599],[204.        20.618744  13.466381],[139.        13.931526  12.773391],[91.       11.649062 10.05032 ],,[213.        23.031904  15.290851],[183.        19.896067  11.891313],[94.       11.796127 10.248887],[50.       11.603034  5.692943],[78.       13.714046  7.652283],[68.        13.904793   6.2943377],[4.       4.472136 0.      ],,[70.        12.556841   7.5312157],[86.       13.298789  8.476543],[92.       12.495459  9.585926],[42.         9.6343775  6.4399967],[68.        12.145704   7.4979253],[111.        12.857725  11.272797],[106.        12.389529  11.144369],[114.        13.336469  11.327688],[110.        15.787845   8.937255],[124.        13.270896  12.040812],[249.        28.876091  11.702518],[125.        13.867393  11.676824],[195.         18.990803   13.4811125],[221.        25.67241   11.910625],[154.        17.383087  11.337476],[157.        15.258301  13.218507],[142.        19.65356   10.666565],[153.        16.424286  11.883967],[155.        16.142424  12.297257],[145.        14.422227  12.816403],[151.         14.716325   13.0734825],[171.        16.376488  13.407473],[141.        15.005268  12.018363],[142.         14.6324415  12.380465 ],[137.        14.560099  12.060086],[141.        14.623117  12.301788],[107.        17.612633   8.051457],[161.        22.700333  10.226781],[70.       15.539552  6.172345],[157.        16.61957   12.124795],[109.        19.918303   8.263536],[35.        13.212738   3.6962025],[29.        12.559061   3.0882874],,,,,,[53.       13.921614  5.245147]
26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[159.        18.462452  11.117804],[49.        12.679202   5.1523256],[54.        12.990709   5.7112775],,[108.        14.976679   9.486734],[67.        13.758095   6.5092907],[84.       14.186663  7.770915],,,,[26.        12.000223   2.8731499],,,[23.         8.9939575  3.4587827],[168.        20.360773  10.745383],[103.        14.274763   9.319136],,,,[102.        13.279606   9.8919  ],[250.        22.154493  15.327843],[199.        21.74092   12.097466],[221.        21.7868    13.339137],[116.        13.268569  11.293553],[212.        20.146679  13.490786],[101.        11.521826  11.148356],[137.        14.138014  12.469042],[131.        14.519347  11.730659],[129.        15.418236  10.943245],[31.       10.259928  4.15206 ],,,[5.       5.656854 0.      ],,,,,,,,,,,,[7. 8. 0.],,,,,,,,,,,,,,,,,
27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[45.       8.38626  6.81317],[80.       11.3915    8.930354],,[88.       11.488374  9.8239  ],[88.       12.075668  9.302567],[98.       12.364301 10.103522],,,,[182.        19.517012  12.077324],,,[124.        13.274765  11.893788],,[115.        13.781582  10.685075],[128.        14.457934  11.28395 ],[144.        15.333292  12.444217],[114.        12.901296  11.224908],[128.        13.527501  12.238909],[100.        12.430768  10.239571],[113.        12.842426  11.294155],[96.       12.327456 10.009326],[96.       12.922974  9.557949],,,,,,[70.        11.466694   7.7743063],[94.       14.021026  8.537155],[131.        19.138195  10.939992],[132.        16.226566  10.49464 ],[146.        17.914034  10.764063],[127.        16.36957   10.087926],[132.        14.347799  11.972849],[129.        15.125937  10.996258],[152.        18.24688   10.619007],[156.        20.37554   10.031531],,,,[135.        15.135914  11.568823],,,,,,,,,[185.        18.026503  13.170236],,[89.       12.113034  9.449502],[96.       12.980978  9.4241  ],[92.       11.954659  9.798494],,,[110.        12.471765  11.305651],[116.        13.188428  11.244815],[133.        14.120278  12.039561],[130.        13.936235  11.879177]
28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[57.        8.964393  8.13122 ],[96.       11.742577 10.443586],,[90.       11.402964 10.335464],[111.       12.89284  11.07099],[115.        13.394473  10.952759],[87.       11.817833  9.382638],,,,[183.        21.32904   11.342333],[121.        12.985077  11.867689],[111.        12.474786  11.313517],[96.       13.030798  9.424427],[83.       12.344882  8.542493],[32.         9.535916   4.2906933],,[49.       11.719003  5.416844],,[59.        13.121547   5.9827123],[91.       13.350329  8.906949],,,[84.        11.900447   9.0209255],[110.        13.443825  10.500914],[173.        18.915508  11.733718],[191.        21.00696   11.734286],,[98.      15.18502  8.43669],[109.        15.906382  10.383314],[83.        15.6291895  7.119138 ],[97.       13.017843 11.563348],[141.        16.048288  11.632972],[142.        14.391161  12.792836],[102.        14.372023   9.277274],[129.        14.277504  11.584799],[112.        12.813232  11.392506],[140.        17.50631   12.540324],,[72.        14.908128   7.6475735],[120.        16.780552   9.386621],,[85.        18.659302   6.0965576],,[108.        15.46053    9.279724],[114.        16.717257   8.910293],[128.        17.352512   9.890152],[101.        14.161327   9.424843],[90.       11.482912 10.031876],[98.       11.826672 10.602187],,,[96.       12.899584  9.522453],,,,,,[98.       11.778238 10.790202],[103.         11.857695   11.0725355],[110.        12.624726  11.127633]
29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[181.        21.61831   11.319638],,[90.       12.57112   9.199116],[108.         12.371024   11.3499155],[113.        12.96155   11.252634],[79.       11.113614  9.172867],,[78.      11.41406  8.81048],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[3.        3.2659864 0.       ],,,,,,,,[75.       12.836581  7.631756],,,,,,,[14.         8.944272   1.9166297],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[75.        10.2173195  9.41286  ],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[128.        15.746217  10.340399],,,,[182.        21.707674  11.415809],[117.        13.145453  11.364027],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[161.        19.39124   10.976021],,,,,,,,,,,,,,,,,,,,,,
33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[156.        14.921594  13.348989],,,,,[212.        19.654495  14.187219],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[162.        15.044164  13.737659],,,,,,,,,,,,,,,,,,,,,,
34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[131.        14.531619  11.507326],[131.        13.435483  12.539598],[139.        14.466409  12.262876],[145.        14.965383  12.351323],[156.        15.032787  13.206579],[156.         14.4436865  13.758886 ],[156.        14.709707  13.50559 ],,,,,,,,,[164.        15.666568  13.529422],[147.        14.509909  12.940714],[147.         15.530555   12.2215605],[156.        15.665888  12.945319],[161.        15.223828  13.620716],[170.        15.605985  13.977316],[162.        15.846228  13.062204],[147.        14.84194   12.807681],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
